ApplicationDate,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,OutstandingAmount,DaysOverdue,CallResponse,DistanceFromBranch,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,EducationLevel_Bachelor,EducationLevel_Doctorate,EducationLevel_High School,EducationLevel_Master,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,Outstanding_norm,Days_norm,Credit_norm,Distance_norm,PriorityScore,RecoveryStrategy
2021-06-23,54,68180,552,30,58949,60,3,716,0.2623778940900698,5,2,0.2806930202746228,0,0,20,21,1756,1370,122148,8976,5681.666666666667,0.9233416282427348,7,39301,175,0,15,113172,0.287949,0.3020051263864581,1914.467016922271,0.4629745409660787,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,0.46585752622590876,0.9720670391061452,0.5337620578778135,0.28571428571428564,44.368352614224186,Field Visit
2021-06-24,53,58255,603,31,15927,96,0,278,0.368756772017346,5,0,0.0576326839031137,0,0,20,23,2408,3070,40811,15048,4854.583333333333,0.9629615595759496,7,4652,154,1,25,25763,0.249427,0.2611527164930148,396.8518724847637,0.1390133459757474,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.04320565991705294,0.8547486033519552,0.697749196141479,0.4897959183673469,33.13637251173242,Priority Call
2021-06-25,47,80120,586,26,9567,24,1,306,0.0068817881042288,2,0,0.277668197668186,0,0,22,27,3180,1543,37897,208392,6676.666666666667,0.742456596239485,6,2666,100,0,36,5483,0.191567,0.1532536,465.3520262010671,0.1155295096656615,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,0.0189802390827031,0.5530726256983239,0.6430868167202572,0.7142857142857142,21.53678321916519,Regular Call
2021-06-26,26,176633,470,2,33863,60,0,554,0.1137000715696466,4,4,0.1301033698106648,0,0,22,29,5553,352,33983,46740,14719.416666666666,0.7482777859639805,6,32837,132,1,2,5471,0.303863,0.3094062623144348,1115.2284317608403,0.1134031646472068,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.38700902659185166,0.7318435754189944,0.270096463022508,0.02040816326530612,42.30743636933186,Field Visit
2021-06-27,36,23907,601,12,20797,60,1,284,0.4248711445590879,3,2,0.1668101824696806,0,0,24,15,3614,273,29567,20246,1992.25,0.926940230728722,5,15798,120,0,24,9321,0.225297,0.2105967769397487,563.3271088855662,0.4253116370362987,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.17916565015857527,0.664804469273743,0.6913183279742765,0.4693877551020408,27.42883673236827,Priority Call
2021-06-28,54,29268,622,33,18929,24,1,172,0.4867982664109858,5,1,0.0694140904592008,0,0,29,16,909,499,24617,5406,2439.0,0.941840827905124,2,5434,106,0,49,19211,0.182929,0.1913566781711598,955.4328741855104,0.4622521009370687,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,0.05274457184679189,0.5865921787709497,0.7588424437299035,0.9795918367346937,23.556676371051935,Regular Call
2021-06-29,41,34667,566,16,16767,12,0,182,0.1500854872969787,1,2,0.0908976760394539,0,0,26,20,393,992,56947,13534,2888.9166666666665,0.8281527208505239,4,7890,165,0,18,43413,0.198767,0.2126528935027247,1563.3742459785194,0.6041621989714205,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.0827030983166626,0.9162011173184358,0.5787781350482315,0.346938775510204,31.333033409529477,Priority Call
2021-06-30,67,52581,627,42,56154,48,2,392,0.2317017129508014,1,3,0.347853337190768,0,0,29,9,1584,4311,43617,21415,4381.75,0.9093125571028382,2,41752,32,0,19,22202,0.237654,0.2487933535997929,1858.128220725034,0.5135227296685192,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4957550622102952,0.17318435754189945,0.77491961414791,0.36734693877551017,23.289799357254793,Regular Call
2021-07-01,44,15000,607,21,26299,72,0,517,0.3173293241218981,4,1,0.0661284963102267,0,0,20,10,22930,1429,57252,9374,1250.0,0.917431863645823,6,24311,61,0,31,47878,0.2377989999999999,0.2305070660207326,677.2928964518297,0.9554343171614637,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.2830080507440839,0.335195530726257,0.7106109324758842,0.6122448979591836,22.82524495551602,Regular Call
2021-07-02,42,43139,441,19,28994,36,0,364,0.1552356073853353,2,0,0.4188770407827192,0,0,30,14,2140,969,90282,27218,3594.9166666666665,0.6557040299269514,12,7349,157,0,35,63064,0.293494,0.2807858741441021,1200.5272004629612,0.4352054151824459,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.07610392778726519,0.8715083798882681,0.17684887459807075,0.693877551020408,35.77172633994599,Field Visit
2021-07-03,36,125889,550,12,23892,72,1,500,0.3785674162929041,5,0,0.2089821127600679,0,0,22,12,3558,893,80460,19150,10490.75,0.9108467681784658,2,6369,109,0,37,61310,0.263892,0.2694775232249774,672.4298206818362,0.1117584367830551,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,0.06414979263234935,0.6033519553072625,0.5273311897106108,0.7346938775510203,25.408450152301032,Regular Call
2021-07-04,41,48714,623,20,25210,60,1,180,0.3873544113997506,4,2,0.253622717382684,0,0,29,8,731,905,218903,49372,4059.5,0.8334263565903519,11,7294,3,1,14,169531,0.21871,0.2130542117447703,686.3535970454197,0.2134138679752235,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,0.07543303244693828,0.011173184357541898,0.762057877813505,0.26530612244897955,11.248272416456546,SMS Reminder
2021-07-05,38,42601,617,15,44325,36,1,186,0.5425038965318211,2,0,0.4894566045867866,0,0,19,17,1701,2553,62467,10065,3550.083333333333,0.8991890426562249,9,28178,132,0,19,52402,0.220825,0.1881707876248476,1620.6816377954142,0.508912458710945,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.33017809221761407,0.7318435754189944,0.742765273311897,0.36734693877551017,32.61051411276186,Priority Call
2021-07-06,48,35564,542,30,19429,48,0,1245,0.2568494651101674,5,0,0.3866133607586965,0,0,23,17,5608,382,47071,35728,2963.6666666666665,0.6590893975330804,4,11098,138,1,46,11343,0.243429,0.2481534702941054,642.2104925557835,0.636782305440035,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,0.12183459380336668,0.7653631284916201,0.5016077170418005,0.9183673469387754,37.364875590667374,Field Visit
2021-07-07,51,90610,645,27,10631,108,1,747,0.4350265675031265,3,1,0.133632671583157,0,0,29,19,5067,3430,64697,39202,7550.833333333333,0.6618004244604323,1,3523,26,0,1,25495,0.233131,0.2288764602553291,233.0543786066684,0.1297942008970314,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0.029434008294706025,0.13966480446927376,0.832797427652733,0.0,6.046666084045695,SMS Reminder
2021-07-08,30,30343,588,11,33996,36,0,592,0.2549633158355335,1,3,0.0727229522388767,0,0,28,24,3034,2307,114296,29039,2528.583333333333,0.9304554144759776,2,21371,89,1,24,85257,0.224996,0.2208538491074276,1299.8248057096444,0.7481757792082434,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,0.2471456452793364,0.4916201117318436,0.6495176848874598,0.4693877551020408,30.556634078311788,Priority Call
2021-07-09,24,122589,519,0,28235,48,1,290,0.2861677806706025,2,3,0.0777150714706075,0,0,20,24,4458,839,458617,17272,10215.75,0.9612833051048284,4,13381,168,0,37,441345,0.263735,0.2543192774989682,943.006309606268,0.1206966017772819,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.14968284947548183,0.9329608938547486,0.427652733118971,0.7346938775510203,37.21144988719856,Field Visit
2021-07-10,18,144186,467,0,23248,60,4,358,0.2189574840912626,2,2,0.4038001068231215,0,0,17,18,10944,16860,83624,42619,12015.5,0.7575427050394119,4,7767,103,0,24,41005,0.294748,0.2889109910863493,736.3944325014163,0.09108188860234,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,0.0812027323737497,0.5698324022346368,0.260450160771704,0.4693877551020408,26.424329194871575,Regular Call
2021-07-11,46,52591,602,24,27871,24,0,403,0.3237122453241188,0,1,0.2728971524809799,0,0,34,13,3534,3062,71913,12094,4382.583333333333,0.9696741923375556,6,6311,149,0,17,59819,0.201871,0.1887322564502396,1403.2224953324107,0.4121364861666241,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,0.06344230300073188,0.8268156424581006,0.6945337620578778,0.32653061224489793,27.26097559212018,Priority Call
2021-07-12,26,39653,544,5,18299,12,2,778,0.3223225369073568,2,2,0.2057888455059224,0,0,24,17,15588,909,170994,3390,3304.4166666666665,0.837548004201735,6,5114,30,0,17,167604,0.211299,0.2294033470058048,1720.9757278129152,0.7562532149838597,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.04884118077579898,0.16201117318435757,0.5080385852090032,0.32653061224489793,12.067781962017365,SMS Reminder
2021-07-13,18,83569,503,0,22255,12,0,493,0.1271022402107232,1,0,0.3742228984843224,0,0,25,4,4359,2360,37489,14955,6964.083333333333,0.596675722415785,6,11348,56,1,45,22534,0.235755,0.2254747832914734,2088.8112798707502,0.370732393093719,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.12488411807757989,0.30726256983240224,0.3762057877813505,0.8979591836734693,27.15582582869129,Priority Call
2021-07-14,44,85669,540,19,20622,36,1,524,0.1537276861172405,0,2,0.2180477085391219,0,0,29,18,1569,807,54468,22649,7139.083333333333,0.813945210755522,6,12605,155,1,44,31819,0.235622,0.2375073216124336,806.3633524020648,0.1863493238957473,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,0.140217126128324,0.8603351955307262,0.495176848874598,0.8775510204081631,40.15088028541271,Field Visit
2021-07-15,69,34039,576,51,16387,24,1,370,0.0291926020996133,2,2,0.1408645306934655,0,0,31,21,1360,519,81271,9644,2836.583333333333,0.8586169097955436,7,6217,93,1,16,71627,0.203387,0.1890037688723272,825.253063007562,0.4213706852754412,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.062295681873627703,0.5139664804469274,0.6109324758842443,0.3061224489795918,25.139319953437532,Regular Call
2021-07-16,39,33351,558,14,39918,72,4,599,0.2717252194120844,6,0,0.2106751253485009,0,0,23,28,2118,672,26928,19979,2779.25,0.7378079403059495,4,32905,50,1,1,6949,0.275918,0.2457144002021115,1064.8047960150589,0.5986524407718121,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.3878384971944377,0.2737430167597765,0.5530546623794212,0.0,27.94818371103333,Priority Call
2021-07-17,50,21612,463,27,10871,120,1,469,0.4100881824330668,1,1,0.1277032797639408,0,0,27,23,2656,1089,15416,3512,1801.0,0.8371785782565703,7,7131,67,1,5,11904,0.334371,0.3305652634971025,311.4077798979102,0.4333191448628041,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.07344474262015126,0.3687150837988827,0.247588424437299,0.08163265306122448,24.35349839450974,Regular Call
2021-07-18,40,67753,623,20,71713,24,2,412,0.0630451119539887,4,1,0.2211639454271756,0,0,28,10,7905,202,111120,40741,5646.083333333333,0.7083210236066012,5,58458,144,1,46,70379,0.235213,0.2511252876720328,3831.481924799285,0.7515797543664696,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.6995364723103196,0.7988826815642458,0.762057877813505,0.9183673469387754,52.92941916497457,Field Visit
2021-07-19,38,64449,611,18,34155,48,2,278,0.2352646661927915,7,1,0.3087501533648095,0,0,11,27,10661,269,22495,39753,5370.75,0.8889279907124802,2,17699,21,0,45,3445,0.223655,0.2468427591477697,1126.4755881421024,0.2615045548837876,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.2023542327396926,0.111731843575419,0.7234726688102893,0.8979591836734693,16.118992301840706,SMS Reminder
2021-07-20,51,19949,583,25,9054,12,0,381,0.4796718976701083,3,1,0.38143115875047,0,0,25,28,2377,1632,158365,21435,1662.4166666666667,0.8200225420778309,8,8261,171,0,3,136930,0.182554,0.1956115251436187,836.8123591266419,0.7325554318271443,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,0.08722859233959501,0.9497206703910615,0.6334405144694533,0.04081632653061225,30.22955101792292,Priority Call
2021-07-21,36,40073,620,15,19690,24,4,235,0.2108777939790408,3,0,0.2385561204887128,0,0,30,10,4850,743,41391,78240,3339.4166666666665,0.5737675824923363,9,16545,46,0,28,8400,0.18469,0.1672460867092476,970.9147117728828,0.3611153779670749,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,0.18827762868992437,0.25139664804469275,0.752411575562701,0.5510204081632653,17.164231347004367,SMS Reminder
2021-07-22,43,24991,475,23,20246,36,1,395,0.0387456163648054,6,0,0.3310122590484164,0,0,21,5,3733,7925,50810,8784,2082.583333333333,0.9028324329131192,8,13009,113,0,23,42026,0.267746,0.2692318444096648,825.713181620809,0.5861533423812455,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.14514515735545255,0.6256983240223464,0.2861736334405145,0.44897959183673464,29.379974446000766,Priority Call
2021-07-23,43,26573,525,18,26794,48,0,421,0.2518317913657946,6,0,0.1025260960716514,0,0,28,1,2512,2143,10175,48450,2214.4166666666665,0.7517981773736309,5,19996,155,0,2,10506,0.2592939999999999,0.2571184762188325,899.083159706959,0.596131333175912,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.2303732617711637,0.8603351955307262,0.44694533762057875,0.02040816326530612,34.05216518152381,Field Visit
2021-07-24,31,69006,589,8,13430,96,1,121,0.1823574554859085,4,3,0.130827547726528,0,0,23,14,4452,1701,91102,32586,5750.5,0.7185583015648468,6,4270,23,0,29,58516,0.25393,0.2724015558288603,344.83654004220887,0.0810080062676652,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,0.03854598682605513,0.1229050279329609,0.652733118971061,0.5714285714285714,10.558816970537922,SMS Reminder
2021-07-25,51,34683,588,30,22382,48,1,359,0.1153651258546344,3,0,0.0347445404535621,0,0,27,10,5367,1770,98334,14260,2890.25,0.918210703466544,3,18304,69,0,12,84074,0.223382,0.2347529792680058,723.2170582887031,0.3744371795826323,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,0.20973408148328862,0.3798882681564246,0.6495176848874598,0.22448979591836735,20.41650127912651,Regular Call
2021-07-26,37,36520,599,14,20732,48,0,224,0.3226770019501963,5,0,0.243113800599977,0,0,27,28,24058,915,101202,18729,3043.333333333333,0.8784097453426062,2,14215,130,0,9,82473,0.216232,0.2027088914353775,633.8783542767706,0.2818877396309213,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.15985606245425715,0.7206703910614525,0.684887459807074,0.16326530612244897,26.779893582705526,Regular Call
2021-07-27,30,15000,542,10,15232,36,2,517,0.1334043206728545,2,0,0.0768804075983215,0,0,27,5,16423,2269,132691,20365,1250.0,0.8451557476927629,5,5474,27,0,38,112326,0.229232,0.2372023493945295,595.3596400470256,0.8898877120376204,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0.05323249573066602,0.1452513966480447,0.5016077170418005,0.7551020408163265,13.987692821784725,SMS Reminder
2021-07-28,46,46269,488,21,14208,12,1,554,0.4601254510390106,1,1,0.2432774498507444,0,0,31,22,10990,1040,12030,28797,3855.75,0.6761909930981964,8,5942,138,0,32,8540,0.235208,0.2486454418634009,1349.4542808280494,0.4936664153090966,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.058941205171993166,0.7653631284916201,0.32797427652733124,0.6326530612244897,30.785836908299437,Priority Call
2021-07-29,29,46036,452,4,34870,84,2,325,0.2444024078763238,2,3,0.4033980845151664,0,0,23,9,2373,1534,17017,25025,3836.3333333333335,0.6261776728453513,4,32535,98,0,10,7919,0.33387,0.3448463715353305,1104.2789386821685,0.372563803635981,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,0.3833252012686021,0.541899441340782,0.21221864951768477,0.18367346938775508,33.84342292333954,Priority Call
2021-07-30,40,41819,656,16,9430,24,0,530,0.3600231788001333,3,1,0.4709670552997801,0,0,24,29,1006,873,15945,5577,3484.9166666666665,0.7935899543258842,7,3356,20,0,50,10368,0.1564299999999999,0.1558579658269332,459.85801687741633,0.2840406562215499,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,0.027396926079531595,0.10614525139664806,0.868167202572347,1.0,9.79386704157868,SMS Reminder
2021-07-31,39,47000,622,16,27971,108,5,542,0.3191007255566288,3,2,0.1098487808004217,0,0,23,17,4722,3596,40059,49952,3916.6666666666665,0.8534977339533149,5,15340,177,1,16,3157,0.261971,0.2447613709535242,643.173720227334,0.3025975455899576,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,0.17357892168821665,0.9832402234636871,0.7588424437299035,0.3061224489795918,38.7305610448376,Field Visit
2021-08-01,53,72385,539,27,32818,24,0,359,0.0487196524794116,4,0,0.3490066111098302,0,0,28,19,502,498,24837,54481,6032.083333333333,0.8628265150122368,7,28633,166,0,45,9998,0.238318,0.2287386789224118,1716.732745993883,0.3441153961722263,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0.33572822639668215,0.9217877094972067,0.49196141479099675,0.8979591836734693,42.68672129978801,Field Visit
